Item,Carbs,Calories,Protein,Meal,Day,Fat
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1 cup), Steamed Broccoli with Lemon (1 cup)",70,557,49,Lunch,EVERY_DAY,9.0
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Brown Rice (1 cup), Braised Collard Greens (1 cup)",84,557,45,Lunch,EVERY_DAY,4.6
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Brown Rice (1 cup), Peas and Carrots (1 cup)",90,557,45,Lunch,EVERY_DAY,1.9
"Cilantro Lime Chicken (4 oz serving), Jasmine Rice (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",32,557,46,Dinner,EVERY_DAY,24.8
"OWYN Protein Shake (Vanilla) (1 Bottle), Pita Chips (1 serving - 1 oz), Dried Cranberries (1/2 cup)",94,556,24,Snack,EVERY_DAY,9.3
"OWYN Protein Shake (Cookies & Creamless) (1 Bottle), Hippeas (1 serving - 1 oz), Dried Cranberries (1/2 cup)",94,556,25,Snack,EVERY_DAY,8.9
"P3 Protein Packs (1 pack), Honey Stinger Waffle (Strawberry) (1 pack), Dried Cranberries (1/2 cup)",90,556,15,Snack,EVERY_DAY,15.1
"P3 Protein Packs (1 pack), Honey Stinger Waffle (Lemon) (1 pack), Dried Cranberries (1/2 cup)",90,556,15,Snack,EVERY_DAY,15.1
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",55,555,40,Lunch,EVERY_DAY,19.4
"Salmon (5 oz filet) with a honey mustard glaze, Wild Rice (1 cup), Roasted Asparagus (1/2 cup)",51,555,42,Lunch,EVERY_DAY,20.3
"Tuna Salad Wrap (1/2 cup of tuna salad, 1 whole wheat wrap), Brown Rice Pilaf (1/2 cup), Steamed Carrots (1/2 cup)",78,555,22,Lunch,EVERY_DAY,17.2
"Cilantro Lime Chicken (4 oz serving), Brown Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",51,555,38,Dinner,EVERY_DAY,22.1
"Cilantro Lime Chicken (4 oz serving), Jasmine Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",52,555,38,Dinner,EVERY_DAY,21.7
"Cilantro Lime Chicken (4 oz serving), Mashed Sweet Potatoes (1 cup), Grilled Squash (1/2 cup)",51,555,34,Dinner,EVERY_DAY,23.9
"Flat Iron Steak (4 oz serving), Wild Rice (1 cup), Steamed Cauliflower (1/2 cup)",45,555,37,Dinner,EVERY_DAY,24.7
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",55,555,37,Dinner,EVERY_DAY,20.8
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Roasted Asparagus (1/2 cup)",46,555,64,Dinner,EVERY_DAY,12.8
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Roasted Asparagus (1/2 cup)",33,555,63,Dinner,EVERY_DAY,19.0
"Herb Roasted Chicken Breast (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Corn (1/2 cup)",60,555,48,Dinner,EVERY_DAY,13.7
"Herb Roasted Chicken Breast (4 oz serving), Buttered Egg Noodles (1 cup), Sauteed Green Beans (1 cup)",55,555,49,Dinner,EVERY_DAY,15.4
"Herb Roasted Chicken Breast (4 oz serving), Yellow Rice (1/2 cup), Grilled Squash (1 cup)",46,555,43,Dinner,EVERY_DAY,22.1
"Lemon Herb Chicken Thigh (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Roasted Asparagus (1/2 cup)",50,555,34,Dinner,EVERY_DAY,24.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1 cup)",59,555,32,Dinner,EVERY_DAY,21.2
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1 cup), Roasted Broccolini (1cup)",51,555,32,Dinner,EVERY_DAY,24.7
"Marinated Hanger Steak (4 oz serving), Wild Rice (1 cup), Steamed Carrots (1/2 cup)",51,555,41,Dinner,EVERY_DAY,20.8
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Steamed Carrots (1/2 cup)",50,555,44,Dinner,EVERY_DAY,19.9
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Steamed Carrots (1/2 cup)",58,555,42,Dinner,EVERY_DAY,17.2
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Roasted Potatoes (1/2 cup), Steamed Snow Peas (1/2 cup)",50,555,31,Dinner,EVERY_DAY,24.7
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",47,555,44,Dinner,EVERY_DAY,21.2
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Sauteed Green Beans (1 cup)",62,554,31,Lunch,EVERY_DAY,20.2
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Roasted Corn (1/2 cup)",45,554,37,Lunch,EVERY_DAY,24.6
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Yellow Rice (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",62,554,37,Dinner,EVERY_DAY,17.6
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Sauteed Green Beans (1 cup)",40,554,38,Dinner,EVERY_DAY,24.6
"Pork Tenderloin with a light marinade (4 oz serving), Mashed Sweet Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",36,554,42,Dinner,EVERY_DAY,24.6
"Rotisserie Chicken (1/4 chicken), Couscous (1 cup), Sauteed Green Beans (1/2 cup)",45,551,44,Lunch,EVERY_DAY,21.7
"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Cauliflower (1/2 cup)",47,551,46,Lunch,EVERY_DAY,19.9
"Cilantro Lime Chicken (4 oz serving), Couscous (1 cup), Roasted Corn (1 cup)",75,551,40,Dinner,EVERY_DAY,10.1
"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Snow Peas (1/2 cup)",46,551,46,Dinner,EVERY_DAY,20.3
"Cilantro Lime Chicken (8 oz serving), Brown Rice (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",32,550,60,Lunch,EVERY_DAY,20.2
"Lemon Herb Chicken Thigh (4 oz serving), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1 cup)",59,550,34,Lunch,EVERY_DAY,19.8
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Roasted Eggplant (1/2 cup)",44,550,43,Lunch,EVERY_DAY,22.4
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Roasted Vegetables (1/2 cup)",45,550,43,Lunch,EVERY_DAY,22.0
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",56,550,40,Lunch,EVERY_DAY,18.4
"Salmon (5 oz filet) with a honey mustard glaze, Mashed Sweet Potatoes (1/2 cup), Braised Collard Greens (1 cup)",43,550,38,Lunch,EVERY_DAY,24.4
"Tuna Salad Wrap (1/2 cup of tuna salad, 1 whole wheat wrap), Brown Rice Pilaf (1/2 cup), Steamed Snow Peas (1 cup)",74,550,23,Lunch,EVERY_DAY,18.0
"Cilantro Lime Chicken (4 oz serving), Lo Mein Noodles (1 cup), Steamed Carrots (1/2 cup)",71,550,39,Dinner,EVERY_DAY,12.2
"Cilantro Lime Chicken (8 oz serving), Brown Rice (1/2 cup), Roasted Broccolini (1/2 cup)",32,550,60,Dinner,EVERY_DAY,20.2
"Cilantro Lime Chicken (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Vegetables (1/2 cup)",26,550,59,Dinner,EVERY_DAY,23.3
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Roasted Asparagus (1 cup)",46,550,36,Dinner,EVERY_DAY,24.4
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Roasted Broccolini (1/2 cup)",46,550,34,Dinner,EVERY_DAY,24.4
"Lemon Herb Chicken Thigh (8 oz serving), Boiled Potatoes (1/2 cup), Braised Collard Greens (1/2 cup)",26,550,56,Dinner,EVERY_DAY,24.4
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Steamed Cauliflower (1 cup)",26,550,58,Dinner,EVERY_DAY,23.8
"Rotisserie Chicken (1/4 chicken), Wild Rice (1/2 cup), Grilled Squash (1/2 cup)",33,550,42,Dinner,EVERY_DAY,24.4
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",54,550,40,Dinner,EVERY_DAY,19.3
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Roasted Eggplant (1/2 cup)",52,550,39,Dinner,EVERY_DAY,20.7
"Salmon with a cajun spice (5 oz of salmon), Jasmine Rice (1 cup), Roasted Corn (1/2 cup)",73,550,32,Dinner,EVERY_DAY,14.4
"Salmon with a cajun spice (5 oz of salmon), Boiled Potatoes (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",57,549,33,Lunch,EVERY_DAY,21.0
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",50,549,44,Dinner,EVERY_DAY,19.2
"Pork Tenderloin with a light marinade (4 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",42,549,42,Dinner,EVERY_DAY,23.7
"Salmon with a cajun spice (5 oz of salmon), Roasted Potatoes (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",59,549,33,Dinner,EVERY_DAY,20.1
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Steamed Cauliflower (1 cup)",25,548,53,Lunch,EVERY_DAY,24.4
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1 cup), Peas and Carrots (1/2 cup)",72,547,47,Lunch,EVERY_DAY,7.9
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Brown Rice (1 cup), Sauteed Green Beans (1 cup)",84,547,45,Lunch,EVERY_DAY,3.4
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Boiled Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",25,547,42,Dinner,EVERY_DAY,24.3
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Lo Mein Noodles (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",70,546,46,Lunch,EVERY_DAY,9.1
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Peas and Carrots (1/2 cup)",51,546,40,Dinner,EVERY_DAY,20.2
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Roasted Asparagus (1 cup)",47,546,42,Dinner,EVERY_DAY,21.1
"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Roasted Brussels Sprouts (1 cup)",56,546,48,Dinner,EVERY_DAY,14.4
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Yellow Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",50,545,39,Lunch,EVERY_DAY,21.0
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Steamed Cauliflower (1/2 cup)",46,545,63,Lunch,EVERY_DAY,12.1
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Quinoa (1/2 cup), Steamed Carrots (1/2 cup)",35,545,63,Lunch,EVERY_DAY,17.0
"Herb Roasted Chicken Breast (4 oz serving), Brown Rice (1 cup), Grilled Squash (1/2 cup)",61,545,43,Lunch,EVERY_DAY,14.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Roasted Broccolini (1/2 cup)",47,545,34,Lunch,EVERY_DAY,24.2
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Roasted Brussels Sprouts (1/2 cup)",47,545,34,Lunch,EVERY_DAY,24.2
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Steamed Carrots (1/2 cup)",56,545,39,Lunch,EVERY_DAY,18.3
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",47,545,34,Dinner,EVERY_DAY,24.2
"Herb Roasted Chicken Breast (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Vegetables (1 cup)",51,545,47,Dinner,EVERY_DAY,17.0
"Lemon Herb Chicken Thigh (8 oz serving), Roasted Potatoes (1/2 cup), Sauteed Green Beans (1/2 cup)",25,545,56,Dinner,EVERY_DAY,24.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Boiled Potatoes (1/2 cup), Steamed Carrots (1/2 cup)",27,545,51,Dinner,EVERY_DAY,24.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1/2 cup), Steamed Carrots (1/2 cup)",26,545,51,Dinner,EVERY_DAY,24.2
"Marinated Hanger Steak (4 oz serving), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",50,545,40,Dinner,EVERY_DAY,20.6
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Roasted Asparagus (1/2 cup)",45,545,45,Dinner,EVERY_DAY,20.6
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Steamed Carrots (1/2 cup)",48,545,43,Dinner,EVERY_DAY,20.1
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Steamed Snow Peas (1/2 cup)",42,545,45,Dinner,EVERY_DAY,21.9
"Rotisserie Chicken (1/4 chicken), Brown Rice (1/2 cup), Roasted Broccolini (1cup)",38,540,42,Lunch,EVERY_DAY,24.0
"Rotisserie Chicken (1/4 chicken), Brown Rice (1/2 cup), Roasted Brussels Sprouts (1 cup)",38,540,42,Lunch,EVERY_DAY,24.0
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",46,540,42,Lunch,EVERY_DAY,20.9
"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1 cup), Peas and Carrots (1/2 cup)",56,540,38,Lunch,EVERY_DAY,18.2
"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1/2 cup), Peas and Carrots (1 cup)",55,540,38,Lunch,EVERY_DAY,18.7
"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1/2 cup), Roasted Brussels Sprouts (1 cup)",47,540,38,Lunch,EVERY_DAY,22.2
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",39,540,43,Dinner,EVERY_DAY,23.6
"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1/2 cup), Roasted Broccolini (1cup)",47,540,38,Dinner,EVERY_DAY,22.2
"Salmon (5 oz filet) with a honey mustard glaze, Quinoa (1/2 cup), Steamed Carrots (1 cup)",46,540,38,Dinner,EVERY_DAY,22.7
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1/2 cup), Steamed Carrots (1 cup)",50,540,37,Dinner,EVERY_DAY,21.3
"Salmon with a cajun spice (5 oz of salmon), Jasmine Rice (1 cup), Roasted Vegetables (1 cup)",64,540,31,Dinner,EVERY_DAY,17.8
"Salmon with a cajun spice (5 oz of salmon), Mashed Sweet Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",50,540,33,Dinner,EVERY_DAY,23.1
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1/2 cup), Grilled Squash (1/2 cup)",41,538,23,Lunch,EVERY_DAY,23.9
"Rotisserie Chicken (1/4 chicken), Couscous (1 cup), Steamed Broccoli with Lemon (1/2 cup)",42,536,44,Lunch,EVERY_DAY,21.3
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Roasted Eggplant (1/2 cup)",45,536,39,Dinner,EVERY_DAY,22.2
"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Sauteed Green Beans (1 cup)",58,536,48,Dinner,EVERY_DAY,12.4
"Rotisserie Chicken (1/4 chicken), Couscous (1 cup), Steamed Cauliflower (1 cup)",44,536,44,Dinner,EVERY_DAY,20.4
"Cilantro Lime Chicken (8 oz serving), Wild Rice (1/2 cup), Sauteed Green Beans (1/2 cup)",28,535,62,Lunch,EVERY_DAY,19.4
"Tuna Salad Wrap (1/2 cup of tuna salad, 1 whole wheat wrap), Brown Rice Pilaf (1/2 cup), Steamed Cauliflower (1/2 cup)",73,535,22,Lunch,EVERY_DAY,17.2
"Tuna Salad Wrap (1/2 cup of tuna salad, 1 whole wheat wrap), Brown Rice Pilaf (1/2 cup), Steamed Snow Peas (1/2 cup)",72,535,22,Lunch,EVERY_DAY,17.7
"Cilantro Lime Chicken (4 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Roasted Corn (1 cup)",62,535,37,Dinner,EVERY_DAY,15.4
"Flat Iron Steak (4 oz serving), Boiled Potatoes (1 cup), Steamed Carrots (1/2 cup)",48,535,33,Dinner,EVERY_DAY,23.4
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Wild Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",48,535,41,Dinner,EVERY_DAY,19.9
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Yellow Rice (1/2 cup), Grilled Squash (1 cup)",48,535,35,Dinner,EVERY_DAY,22.6
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Roasted Corn (1/2 cup)",56,535,31,Dinner,EVERY_DAY,20.8
"Marinated Hanger Steak (4 oz serving), Wild Rice (1 cup), Steamed Snow Peas (1/2 cup)",45,535,41,Dinner,EVERY_DAY,21.2
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Steamed Cauliflower (1/2 cup)",45,535,44,Dinner,EVERY_DAY,19.9
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Steamed Snow Peas (1/2 cup)",44,535,44,Dinner,EVERY_DAY,20.3
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",47,535,42,Dinner,EVERY_DAY,19.9
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1/2 cup), Sauteed Green Beans (1/2 cup)",32,535,41,Dinner,EVERY_DAY,23.8
"Salmon with a cajun spice (5 oz of salmon), Wild Rice (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",38,534,34,Lunch,EVERY_DAY,23.7
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Steamed Carrots (1 cup)",42,534,36,Dinner,EVERY_DAY,23.7
"Cilantro Lime Chicken (4 oz serving), Couscous (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",45,533,39,Lunch,EVERY_DAY,21.9
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Buttered Egg Noodles (1 cup), Steamed Carrots (1/2 cup)",70,532,46,Lunch,EVERY_DAY,7.6
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Boiled Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",39,532,25,Lunch,EVERY_DAY,23.6
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1/2 cup), Roasted Asparagus (1 cup)",42,530,41,Lunch,EVERY_DAY,22.0
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",42,530,39,Lunch,EVERY_DAY,22.9
"Rotisserie Chicken (1/4 chicken), Brown Rice (1/2 cup), Roasted Corn (1/2 cup)",45,530,41,Lunch,EVERY_DAY,20.7
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1/2 cup), Sauteed Green Beans (1 cup)",48,530,38,Lunch,EVERY_DAY,20.7
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Roasted Eggplant (1/2 cup)",52,530,37,Lunch,EVERY_DAY,19.3
"Salmon with a cajun spice (5 oz of salmon), Wild Rice (1 cup), Sauteed Green Beans (1 cup)",56,530,37,Lunch,EVERY_DAY,17.6
"Cilantro Lime Chicken (8 oz serving), Roasted Potatoes (1/2 cup), Steamed Broccoli with Lemon (1 cup)",27,530,62,Dinner,EVERY_DAY,19.3
"Lemon Herb Chicken Thigh (4 oz serving), Quinoa (1/2 cup), Roasted Corn (1 cup)",59,530,36,Dinner,EVERY_DAY,16.7
"Lemon Herb Chicken Thigh (4 oz serving), Roasted Potatoes (1 cup), Roasted Vegetables (1/2 cup)",54,530,33,Dinner,EVERY_DAY,20.2
"Marinated Hanger Steak (4 oz serving), Mashed Sweet Potatoes (1/2 cup), Sauteed Green Beans (1 cup)",38,530,38,Dinner,EVERY_DAY,23.6
"Pork Tenderloin with a light marinade (4 oz serving), Jasmine Rice (1 cup), Steamed Carrots (1 cup)",68,530,41,Dinner,EVERY_DAY,10.4
"Pork Tenderloin with a light marinade (4 oz serving), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1/2 cup)",50,530,41,Dinner,EVERY_DAY,18.4
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1/2 cup), Steamed Carrots (1 cup)",38,530,42,Dinner,EVERY_DAY,23.3
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1/2 cup), Roasted Vegetables (1/2 cup)",38,530,42,Dinner,EVERY_DAY,23.3
"Salmon (5 oz filet) with a honey mustard glaze, Buttered Egg Noodles (1/2 cup), Steamed Carrots (1 cup)",46,530,38,Dinner,EVERY_DAY,21.6
"Salmon with a cajun spice (5 oz of salmon), Yellow Rice (1 cup), Steamed Carrots (1 cup)",62,530,31,Dinner,EVERY_DAY,17.6
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",39,529,43,Dinner,EVERY_DAY,22.3
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1 cup)",58,528,28,Lunch,EVERY_DAY,20.4
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1/2 cup)",70,527,43,Lunch,EVERY_DAY,8.3
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Steamed Broccoli with Lemon (1/2 cup)",45,526,40,Dinner,EVERY_DAY,20.7
"Marinated Hanger Steak (4 oz serving), Couscous (1 cup), Steamed Snow Peas (1 cup)",45,526,40,Dinner,EVERY_DAY,20.7
"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Roasted Vegetables (1 cup)",54,526,46,Dinner,EVERY_DAY,14.0
"Herb Roasted Chicken Breast (4 oz serving), Brown Rice (1 cup), Roasted Brussels Sprouts (1 cup)",61,525,45,Lunch,EVERY_DAY,11.2
"Herb Roasted Chicken Breast (4 oz serving), Jasmine Rice (1 cup), Roasted Broccolini (1cup)",63,525,45,Lunch,EVERY_DAY,10.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Yellow Rice (1 cup), Roasted Corn (1/2 cup)",62,525,31,Lunch,EVERY_DAY,17.0
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Steamed Snow Peas (1/2 cup)",42,525,43,Lunch,EVERY_DAY,20.6
