performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00004320,ATH000874,2024-10-18,81.4,8.99,0.71,70.6,8.2,weight_loss,NFL
PERF00004321,ATH000875,2022-01-26,95.4,1.88,1.0,63.0,8.7,professional,Cricket
PERF00004322,ATH000875,2022-11-07,94.8,-0.63,1.0,69.0,8.2,professional,Cricket
PERF00004323,ATH000875,2023-07-11,93.6,-1.23,1.0,69.3,8.0,professional,Cricket
PERF00004324,ATH000875,2023-12-23,93.4,-0.16,1.0,68.1,8.0,professional,Cricket
PERF00004325,ATH000875,2024-12-23,92.8,-0.61,1.0,65.7,8.0,professional,Cricket
PERF00004326,ATH000876,2022-02-21,84.0,-0.51,1.0,70.0,7.0,weight_loss,Cricket
PERF00004327,ATH000876,2022-09-26,88.7,4.67,1.0,70.6,7.9,weight_loss,Cricket
PERF00004328,ATH000876,2023-10-31,91.7,3.01,1.0,77.1,8.1,weight_loss,Cricket
PERF00004329,ATH000876,2024-04-10,90.4,-1.27,1.0,75.7,7.9,weight_loss,Cricket
PERF00004330,ATH000876,2024-12-29,89.4,-0.97,1.0,75.0,7.8,weight_loss,Cricket
PERF00004331,ATH000877,2022-01-22,88.6,2.23,1.0,72.0,8.8,fitness_enthusiast,NFL
PERF00004332,ATH000877,2022-07-10,85.7,-2.86,1.0,73.4,8.1,fitness_enthusiast,NFL
PERF00004333,ATH000877,2023-06-29,87.6,1.9,1.0,77.0,8.3,fitness_enthusiast,NFL
PERF00004334,ATH000877,2024-03-26,86.6,-0.97,1.0,76.9,8.1,fitness_enthusiast,NFL
PERF00004335,ATH000877,2024-10-23,76.6,-9.99,0.71,75.1,7.9,fitness_enthusiast,NFL
PERF00004336,ATH000878,2022-01-08,91.6,-0.75,1.0,82.0,8.8,fitness_enthusiast,Cycling
PERF00004337,ATH000878,2022-05-25,77.4,-14.16,0.71,75.3,8.1,fitness_enthusiast,Cycling
PERF00004338,ATH000878,2023-02-10,84.4,7.04,1.0,73.1,7.9,fitness_enthusiast,Cycling
PERF00004339,ATH000878,2024-02-21,85.6,1.24,1.0,75.0,8.0,fitness_enthusiast,Cycling
PERF00004340,ATH000878,2024-10-02,84.9,-0.73,1.0,73.1,8.0,fitness_enthusiast,Cycling
PERF00004341,ATH000879,2022-01-12,54.9,-1.51,0.0,68.0,7.3,amateur_athlete,Cycling
PERF00004342,ATH000879,2022-10-23,88.8,33.91,1.0,69.1,8.0,amateur_athlete,Cycling
PERF00004343,ATH000879,2023-07-02,88.2,-0.59,1.0,67.1,8.0,amateur_athlete,Cycling
PERF00004344,ATH000879,2024-04-14,87.3,-0.86,1.0,67.6,7.8,amateur_athlete,Cycling
PERF00004345,ATH000879,2024-10-25,70.2,-17.13,0.43,69.1,7.7,amateur_athlete,Cycling
PERF00004346,ATH000880,2022-04-21,93.7,-0.83,1.0,76.3,8.6,amateur_athlete,NFL
PERF00004347,ATH000880,2023-01-27,73.6,-20.13,0.43,73.6,8.1,amateur_athlete,NFL
PERF00004348,ATH000880,2023-07-31,61.0,-12.59,0.0,74.6,8.1,amateur_athlete,NFL
PERF00004349,ATH000880,2024-06-03,92.1,31.06,1.0,74.7,8.3,amateur_athlete,NFL
PERF00004350,ATH000880,2024-10-20,92.2,0.11,1.0,72.9,8.5,amateur_athlete,NFL
PERF00004351,ATH000881,2022-03-15,77.5,1.63,1.0,65.0,7.0,fitness_enthusiast,NFL
PERF00004352,ATH000881,2023-01-02,57.7,-19.83,0.14,71.3,7.8,fitness_enthusiast,NFL
PERF00004353,ATH000881,2023-08-04,58.5,0.84,0.14,73.0,7.9,fitness_enthusiast,NFL
PERF00004354,ATH000881,2024-07-27,75.9,17.36,0.71,73.6,7.9,fitness_enthusiast,NFL
PERF00004355,ATH000881,2024-11-12,72.5,-3.44,0.57,74.1,8.0,fitness_enthusiast,NFL
PERF00004356,ATH000882,2022-01-14,84.0,0.52,1.0,70.0,7.0,amateur_athlete,Boxing
PERF00004357,ATH000882,2022-06-11,72.4,-11.56,0.43,73.1,7.9,amateur_athlete,Boxing
PERF00004358,ATH000882,2023-01-08,73.8,1.43,0.43,75.1,8.1,amateur_athlete,Boxing
PERF00004359,ATH000882,2023-09-15,71.9,-1.94,0.43,72.1,7.9,amateur_athlete,Boxing
PERF00004360,ATH000882,2024-11-22,78.4,6.53,0.71,72.1,7.5,amateur_athlete,Boxing
PERF00004361,ATH000883,2022-02-13,89.5,3.26,1.0,60.0,8.7,weight_loss,Swimming
PERF00004362,ATH000883,2022-08-25,74.9,-14.57,0.43,72.9,8.4,weight_loss,Swimming
PERF00004363,ATH000883,2023-09-23,66.2,-8.74,0.14,78.9,8.0,weight_loss,Swimming
PERF00004364,ATH000883,2024-05-15,64.9,-1.33,0.14,79.6,7.7,weight_loss,Swimming
PERF00004365,ATH000883,2024-10-05,77.5,12.63,0.57,78.4,7.8,weight_loss,Swimming
PERF00004366,ATH000884,2022-04-25,55.6,-1.76,0.0,70.5,8.3,fitness_enthusiast,Soccer
PERF00004367,ATH000884,2022-09-02,63.1,7.5,0.29,72.0,8.0,fitness_enthusiast,Soccer
PERF00004368,ATH000884,2023-11-22,76.7,13.56,0.71,73.1,8.1,fitness_enthusiast,Soccer
PERF00004369,ATH000884,2024-03-20,85.7,9.01,1.0,73.6,8.1,fitness_enthusiast,Soccer
PERF00004370,ATH000884,2024-12-01,83.1,-2.59,1.0,68.7,7.9,fitness_enthusiast,Soccer
PERF00004371,ATH000885,2022-01-06,95.1,3.38,1.0,77.0,8.8,amateur_athlete,NFL
PERF00004372,ATH000885,2023-04-14,80.9,-14.23,0.71,69.6,8.1,amateur_athlete,NFL
PERF00004373,ATH000885,2023-11-01,80.9,-0.03,0.71,69.6,8.1,amateur_athlete,NFL
PERF00004374,ATH000885,2024-05-23,79.7,-1.2,0.71,67.6,8.0,amateur_athlete,NFL
PERF00004375,ATH000885,2024-10-17,79.7,0.0,0.71,67.6,8.0,amateur_athlete,NFL
PERF00004376,ATH000886,2022-01-12,90.2,-0.12,1.0,79.0,7.7,weight_loss,NFL
PERF00004377,ATH000886,2022-11-03,89.8,-0.4,1.0,74.6,7.9,weight_loss,NFL
PERF00004378,ATH000886,2023-08-17,80.8,-9.04,0.71,76.6,7.7,weight_loss,NFL
PERF00004379,ATH000886,2024-07-13,80.8,-0.04,0.71,73.7,7.8,weight_loss,NFL
PERF00004380,ATH000886,2024-12-31,82.0,1.24,0.71,75.9,8.0,weight_loss,NFL
PERF00004381,ATH000887,2022-05-06,85.2,2.3,1.0,67.3,7.4,amateur_athlete,NFL
PERF00004382,ATH000887,2023-01-17,90.7,5.53,1.0,77.4,7.9,amateur_athlete,NFL
PERF00004383,ATH000887,2023-07-29,90.0,-0.69,1.0,75.3,7.9,amateur_athlete,NFL
PERF00004384,ATH000887,2024-01-28,90.2,0.23,1.0,71.0,8.2,amateur_athlete,NFL
PERF00004385,ATH000887,2024-12-18,91.0,0.79,1.0,72.6,8.2,amateur_athlete,NFL
PERF00004386,ATH000888,2022-01-02,55.4,1.24,0.0,68.0,8.4,fitness_enthusiast,Tennis
PERF00004387,ATH000888,2022-05-02,67.9,12.51,0.43,73.3,8.0,fitness_enthusiast,Tennis
PERF00004388,ATH000888,2022-11-22,67.7,-0.19,0.43,71.4,8.1,fitness_enthusiast,Tennis
PERF00004389,ATH000888,2023-11-14,69.0,1.29,0.43,71.1,8.4,fitness_enthusiast,Tennis
PERF00004390,ATH000888,2024-12-08,69.7,0.69,0.43,71.6,8.5,fitness_enthusiast,Tennis
PERF00004391,ATH000889,2022-01-06,55.8,3.88,0.0,71.0,7.3,amateur_athlete,Cycling
PERF00004392,ATH000889,2022-11-15,90.8,35.04,1.0,69.0,8.4,amateur_athlete,Cycling
PERF00004393,ATH000889,2023-09-04,91.7,0.9,1.0,72.6,8.4,amateur_athlete,Cycling
PERF00004394,ATH000889,2024-04-08,90.4,-1.31,1.0,70.6,8.2,amateur_athlete,Cycling
PERF00004395,ATH000889,2024-12-07,89.5,-0.93,1.0,71.6,8.0,amateur_athlete,Cycling
PERF00004396,ATH000890,2022-07-15,77.3,4.83,1.0,71.6,7.6,casual_user,NFL
PERF00004397,ATH000890,2023-04-06,81.5,4.16,1.0,77.0,8.1,casual_user,NFL
PERF00004398,ATH000890,2023-10-24,80.4,-1.1,1.0,75.1,8.0,casual_user,NFL
PERF00004399,ATH000890,2024-02-17,80.4,-0.0,1.0,75.1,8.0,casual_user,NFL
PERF00004400,ATH000890,2024-12-12,80.4,-0.0,1.0,75.1,8.0,casual_user,NFL
PERF00004401,ATH000891,2022-01-23,97.5,1.61,1.0,85.0,7.8,professional,Tennis
PERF00004402,ATH000891,2022-06-13,96.1,-1.41,1.0,73.9,8.2,professional,Tennis
PERF00004403,ATH000891,2023-02-02,94.7,-1.43,1.0,73.4,7.9,professional,Tennis
PERF00004404,ATH000891,2024-02-06,91.8,-2.87,1.0,66.6,7.8,professional,Tennis
PERF00004405,ATH000891,2024-12-25,93.2,1.44,1.0,69.1,7.9,professional,Tennis
PERF00004406,ATH000892,2022-01-12,65.2,-1.82,0.0,79.0,8.7,amateur_athlete,NBA
PERF00004407,ATH000892,2022-07-04,92.4,27.2,1.0,73.7,8.5,amateur_athlete,NBA
PERF00004408,ATH000892,2023-04-15,79.1,-13.27,0.57,73.3,8.4,amateur_athlete,NBA
PERF00004409,ATH000892,2024-01-21,78.7,-0.36,0.57,76.3,8.1,amateur_athlete,NBA
PERF00004410,ATH000892,2024-09-13,84.0,5.33,0.71,76.3,8.3,amateur_athlete,NBA
PERF00004411,ATH000893,2022-02-25,95.0,1.35,1.0,80.0,7.6,professional,NFL
PERF00004412,ATH000893,2022-12-09,94.7,-0.33,1.0,72.0,8.0,professional,NFL
PERF00004413,ATH000893,2023-09-09,93.8,-0.89,1.0,68.4,8.1,professional,NFL
PERF00004414,ATH000893,2024-05-19,93.2,-0.59,1.0,67.9,8.0,professional,NFL
PERF00004415,ATH000894,2022-01-08,61.1,-1.7,0.0,82.0,8.7,fitness_enthusiast,Boxing
PERF00004416,ATH000894,2023-02-15,69.4,8.29,0.43,72.0,8.4,fitness_enthusiast,Boxing
PERF00004417,ATH000894,2023-06-03,72.6,3.16,0.57,76.1,7.9,fitness_enthusiast,Boxing
PERF00004418,ATH000894,2023-12-28,84.6,12.01,1.0,73.0,7.9,fitness_enthusiast,Boxing
PERF00004419,ATH000894,2024-07-01,84.6,0.01,1.0,73.0,7.9,fitness_enthusiast,Boxing
PERF00004420,ATH000895,2022-01-18,86.8,0.37,1.0,76.0,7.2,amateur_athlete,Cricket
PERF00004421,ATH000895,2023-03-14,89.3,2.47,1.0,71.9,7.9,amateur_athlete,Cricket
PERF00004422,ATH000895,2023-10-02,90.8,1.49,1.0,72.9,8.2,amateur_athlete,Cricket
PERF00004423,ATH000895,2024-04-07,91.9,1.13,1.0,76.4,8.2,amateur_athlete,Cricket
PERF00004424,ATH000895,2024-11-15,91.1,-0.77,1.0,76.9,8.0,amateur_athlete,Cricket
PERF00004425,ATH000896,2022-03-01,60.6,-0.74,0.0,77.0,7.9,weight_loss,Cycling
PERF00004426,ATH000896,2023-03-01,74.6,13.96,0.43,75.4,8.2,weight_loss,Cycling
PERF00004427,ATH000896,2024-02-07,59.3,-15.31,0.0,70.0,8.1,weight_loss,Cycling
PERF00004428,ATH000896,2024-07-30,77.0,17.74,0.57,71.6,8.1,weight_loss,Cycling
PERF00004429,ATH000896,2024-11-17,75.7,-1.34,0.57,70.3,7.9,weight_loss,Cycling
PERF00004430,ATH000897,2022-03-05,91.7,3.05,1.0,76.0,8.2,amateur_athlete,Soccer
PERF00004431,ATH000897,2022-12-05,85.9,-5.83,0.86,74.6,8.0,amateur_athlete,Soccer
PERF00004432,ATH000897,2023-06-25,90.2,4.33,1.0,77.4,7.8,amateur_athlete,Soccer
PERF00004433,ATH000897,2024-08-26,90.7,0.5,1.0,74.7,8.1,amateur_athlete,Soccer
PERF00004434,ATH000897,2024-11-09,92.7,2.04,1.0,79.9,8.2,amateur_athlete,Soccer
PERF00004435,ATH000898,2022-03-13,94.3,0.35,1.0,73.5,7.8,professional,NFL
PERF00004436,ATH000898,2022-10-14,93.4,-0.86,1.0,75.3,7.6,professional,NFL
PERF00004437,ATH000898,2023-04-30,94.5,1.13,1.0,73.4,7.9,professional,NFL
PERF00004438,ATH000898,2024-03-24,94.5,0.0,1.0,73.6,7.9,professional,NFL
PERF00004439,ATH000898,2024-12-15,94.5,0.0,1.0,73.6,7.9,professional,NFL
PERF00004440,ATH000899,2022-01-18,57.6,4.55,0.0,72.0,7.6,amateur_athlete,NFL
PERF00004441,ATH000899,2022-12-03,76.4,18.81,0.57,71.9,7.9,amateur_athlete,NFL
PERF00004442,ATH000899,2023-07-01,89.9,13.51,1.0,68.3,8.3,amateur_athlete,NFL
PERF00004443,ATH000899,2024-02-07,89.4,-0.51,1.0,69.1,8.1,amateur_athlete,NFL
PERF00004444,ATH000899,2024-11-13,79.8,-9.63,0.71,68.3,8.0,amateur_athlete,NFL
PERF00004445,ATH000900,2022-01-21,100.0,-1.21,1.0,74.0,8.6,elite_athlete,NBA
PERF00004446,ATH000900,2022-09-26,100.0,0.0,1.0,73.0,8.1,elite_athlete,NBA
PERF00004447,ATH000900,2023-03-04,98.7,-1.33,1.0,71.3,7.9,elite_athlete,NBA
PERF00004448,ATH000900,2024-02-13,99.2,0.47,1.0,69.9,8.0,elite_athlete,NBA
PERF00004449,ATH000900,2024-11-30,97.5,-1.74,1.0,67.0,7.9,elite_athlete,NBA
PERF00004450,ATH000901,2022-01-15,84.3,2.91,1.0,61.0,8.6,fitness_enthusiast,Cycling
PERF00004451,ATH000901,2022-07-15,80.7,-3.6,0.86,71.1,8.1,fitness_enthusiast,Cycling
PERF00004452,ATH000901,2023-04-03,86.1,5.37,1.0,73.6,8.2,fitness_enthusiast,Cycling
PERF00004453,ATH000901,2023-11-20,85.2,-0.91,1.0,74.4,8.0,fitness_enthusiast,Cycling
PERF00004454,ATH000901,2024-04-14,86.9,1.74,1.0,78.1,8.1,fitness_enthusiast,Cycling
PERF00004455,ATH000902,2022-01-24,55.7,0.44,0.0,69.0,8.4,fitness_enthusiast,Cricket
PERF00004456,ATH000902,2023-01-16,83.9,28.17,1.0,69.6,8.0,fitness_enthusiast,Cricket
PERF00004457,ATH000902,2023-10-29,85.8,1.89,1.0,71.4,8.3,fitness_enthusiast,Cricket
PERF00004458,ATH000902,2024-05-11,85.3,-0.47,1.0,68.7,8.3,fitness_enthusiast,Cricket
PERF00004459,ATH000902,2024-11-08,85.5,0.19,1.0,69.7,8.3,fitness_enthusiast,Cricket
PERF00004460,ATH000903,2022-01-21,81.0,0.29,0.71,77.0,8.7,fitness_enthusiast,Boxing
PERF00004461,ATH000903,2022-09-16,85.5,4.47,1.0,72.3,8.2,fitness_enthusiast,Boxing
PERF00004462,ATH000903,2023-09-19,85.4,-0.14,1.0,69.3,8.3,fitness_enthusiast,Boxing
PERF00004463,ATH000903,2024-05-18,85.9,0.51,1.0,73.3,8.2,fitness_enthusiast,Boxing
PERF00004464,ATH000904,2022-02-23,96.5,1.68,1.0,60.0,8.1,elite_athlete,Soccer
PERF00004465,ATH000904,2022-09-13,100.0,3.5,1.0,69.9,8.3,elite_athlete,Soccer
PERF00004466,ATH000904,2023-07-22,97.2,-2.76,1.0,69.1,7.7,elite_athlete,Soccer
PERF00004467,ATH000904,2024-02-12,98.5,1.29,1.0,71.1,7.8,elite_athlete,Soccer
PERF00004468,ATH000904,2024-09-08,98.3,-0.21,1.0,72.1,7.7,elite_athlete,Soccer
PERF00004469,ATH000905,2022-01-13,58.5,-1.77,0.0,85.0,8.0,fitness_enthusiast,Swimming
PERF00004470,ATH000905,2022-07-04,86.5,27.99,1.0,79.0,8.0,fitness_enthusiast,Swimming
PERF00004471,ATH000905,2023-02-01,71.5,-15.03,0.57,73.0,7.9,fitness_enthusiast,Swimming
PERF00004472,ATH000905,2023-11-21,73.6,2.11,0.57,75.1,8.2,fitness_enthusiast,Swimming
PERF00004473,ATH000905,2024-08-31,82.0,8.36,0.86,73.4,8.2,fitness_enthusiast,Swimming
PERF00004474,ATH000906,2022-02-22,52.3,0.17,0.0,71.0,7.6,fitness_enthusiast,Boxing
PERF00004475,ATH000906,2022-11-22,73.2,20.86,0.57,74.6,8.1,fitness_enthusiast,Boxing
PERF00004476,ATH000906,2023-06-01,85.8,12.61,1.0,76.3,8.0,fitness_enthusiast,Boxing
PERF00004477,ATH000906,2024-03-18,84.3,-1.51,1.0,72.9,7.9,fitness_enthusiast,Boxing
PERF00004478,ATH000906,2024-10-17,72.0,-12.31,0.57,75.4,7.8,fitness_enthusiast,Boxing
PERF00004479,ATH000907,2022-01-02,83.7,0.53,0.71,61.0,7.2,elite_athlete,NFL
PERF00004480,ATH000907,2022-06-23,100.0,16.3,1.0,76.3,8.1,elite_athlete,NFL
PERF00004481,ATH000907,2023-01-04,99.7,-0.31,1.0,73.0,8.0,elite_athlete,NFL
PERF00004482,ATH000907,2023-12-24,99.8,0.1,1.0,72.4,8.0,elite_athlete,NFL
PERF00004483,ATH000907,2024-12-23,97.6,-2.17,1.0,69.0,7.8,elite_athlete,NFL
PERF00004484,ATH000908,2022-02-05,50.1,4.97,0.0,77.0,7.8,casual_user,Tennis
PERF00004485,ATH000908,2022-08-01,80.2,30.14,1.0,74.1,8.0,casual_user,Tennis
PERF00004486,ATH000908,2023-06-07,53.8,-26.43,0.14,73.3,7.9,casual_user,Tennis
PERF00004487,ATH000908,2024-06-29,50.0,-3.8,0.0,69.3,8.2,casual_user,Tennis
PERF00004488,ATH000908,2024-12-04,49.5,-0.5,0.0,67.9,8.2,casual_user,Tennis
PERF00004489,ATH000909,2022-07-05,80.3,3.23,1.0,65.3,7.5,fitness_enthusiast,Tennis
PERF00004490,ATH000909,2023-03-18,70.3,-9.96,0.57,71.9,7.7,fitness_enthusiast,Tennis
PERF00004491,ATH000909,2023-10-28,84.2,13.87,1.0,72.0,7.9,fitness_enthusiast,Tennis
PERF00004492,ATH000909,2024-05-12,71.0,-13.23,0.57,69.4,8.0,fitness_enthusiast,Tennis
PERF00004493,ATH000909,2024-12-09,70.5,-0.49,0.57,67.4,8.0,fitness_enthusiast,Tennis
PERF00004494,ATH000910,2022-02-17,56.2,-0.94,0.0,73.0,8.2,fitness_enthusiast,Swimming
PERF00004495,ATH000910,2022-10-14,70.9,14.67,0.57,73.9,7.7,fitness_enthusiast,Swimming
PERF00004496,ATH000910,2023-06-02,56.7,-14.21,0.0,78.7,8.0,fitness_enthusiast,Swimming
PERF00004497,ATH000910,2023-10-06,57.1,0.41,0.0,78.0,8.1,fitness_enthusiast,Swimming
PERF00004498,ATH000910,2024-08-16,83.4,26.33,0.86,79.3,8.2,fitness_enthusiast,Swimming
PERF00004499,ATH000911,2022-03-02,98.8,-1.0,1.0,73.7,7.7,elite_athlete,Boxing
PERF00004500,ATH000911,2022-10-13,98.7,-0.07,1.0,71.7,7.8,elite_athlete,Boxing
PERF00004501,ATH000911,2023-09-03,97.9,-0.76,1.0,71.0,7.7,elite_athlete,Boxing
PERF00004502,ATH000911,2024-05-10,99.1,1.23,1.0,71.1,8.0,elite_athlete,Boxing
PERF00004503,ATH000911,2024-12-03,99.9,0.84,1.0,69.6,8.2,elite_athlete,Boxing
PERF00004504,ATH000912,2022-03-19,60.1,1.82,0.0,67.0,8.4,weight_gain,Soccer
PERF00004505,ATH000912,2023-03-12,64.3,4.2,0.14,69.6,8.2,weight_gain,Soccer
PERF00004506,ATH000912,2023-08-22,64.9,0.59,0.14,71.3,8.2,weight_gain,Soccer
PERF00004507,ATH000912,2024-02-16,76.4,11.51,0.57,70.4,8.0,weight_gain,Soccer
PERF00004508,ATH000913,2022-01-23,79.0,-1.2,1.0,70.0,7.0,fitness_enthusiast,Cricket
PERF00004509,ATH000913,2023-05-06,84.8,5.84,1.0,77.6,7.7,fitness_enthusiast,Cricket
PERF00004510,ATH000913,2023-11-05,84.8,-0.03,1.0,76.1,7.8,fitness_enthusiast,Cricket
PERF00004511,ATH000913,2024-04-19,83.6,-1.19,1.0,73.7,7.7,fitness_enthusiast,Cricket
PERF00004512,ATH000913,2024-12-24,75.0,-8.56,0.71,73.7,7.7,fitness_enthusiast,Cricket
PERF00004513,ATH000914,2022-02-19,86.5,-0.62,1.0,75.0,8.2,fitness_enthusiast,Soccer
PERF00004514,ATH000914,2022-11-21,67.5,-19.01,0.43,70.4,8.1,fitness_enthusiast,Soccer
PERF00004515,ATH000914,2023-09-23,66.4,-1.14,0.43,67.1,8.1,fitness_enthusiast,Soccer
PERF00004516,ATH000914,2024-01-22,69.1,2.66,0.43,71.9,8.3,fitness_enthusiast,Soccer
PERF00004517,ATH000914,2024-09-21,56.2,-12.9,0.0,71.9,8.3,fitness_enthusiast,Soccer
PERF00004518,ATH000915,2022-04-02,93.0,1.38,1.0,70.0,8.8,amateur_athlete,Boxing
PERF00004519,ATH000915,2023-02-26,91.4,-1.63,1.0,73.9,8.2,amateur_athlete,Boxing
PERF00004520,ATH000915,2023-07-23,90.7,-0.67,1.0,73.9,8.1,amateur_athlete,Boxing
PERF00004521,ATH000915,2024-04-06,90.5,-0.16,1.0,70.1,8.3,amateur_athlete,Boxing
PERF00004522,ATH000915,2024-12-09,89.7,-0.84,1.0,70.3,8.1,amateur_athlete,Boxing
PERF00004523,ATH000916,2022-02-06,93.4,-0.69,1.0,71.3,7.8,professional,NFL
PERF00004524,ATH000916,2022-06-23,95.6,2.19,1.0,75.3,8.0,professional,NFL
PERF00004525,ATH000916,2023-03-14,96.7,1.09,1.0,77.3,8.1,professional,NFL
PERF00004526,ATH000916,2023-11-05,96.9,0.23,1.0,77.1,8.2,professional,NFL
PERF00004527,ATH000916,2024-09-06,88.1,-8.8,0.71,72.7,8.4,professional,NFL
PERF00004528,ATH000917,2022-02-24,99.0,1.47,1.0,85.0,7.1,elite_athlete,Soccer
PERF00004529,ATH000917,2022-08-16,100.0,1.0,1.0,77.0,7.8,elite_athlete,Soccer
PERF00004530,ATH000917,2023-04-11,98.5,-1.47,1.0,74.1,7.7,elite_athlete,Soccer
PERF00004531,ATH000917,2024-03-16,100.0,1.5,1.0,73.9,8.1,elite_athlete,Soccer
PERF00004532,ATH000917,2024-12-15,99.5,-0.53,1.0,73.0,7.9,elite_athlete,Soccer
PERF00004533,ATH000918,2022-01-01,94.0,-0.4,1.0,70.0,7.0,elite_athlete,Cricket
PERF00004534,ATH000918,2022-08-20,100.0,6.0,1.0,71.7,8.3,elite_athlete,Cricket
PERF00004535,ATH000918,2023-10-16,98.8,-1.16,1.0,71.1,7.9,elite_athlete,Cricket
PERF00004536,ATH000918,2024-05-12,99.3,0.53,1.0,71.6,8.0,elite_athlete,Cricket
PERF00004537,ATH000918,2024-11-29,99.1,-0.21,1.0,69.6,8.0,elite_athlete,Cricket
PERF00004538,ATH000919,2022-02-21,89.0,2.61,1.0,70.0,7.0,professional,Cricket
PERF00004539,ATH000919,2022-12-05,91.8,2.8,0.86,73.9,8.2,professional,Cricket
PERF00004540,ATH000919,2023-12-11,91.3,-0.53,0.86,71.9,8.2,professional,Cricket
PERF00004541,ATH000919,2024-09-06,91.4,0.07,0.86,68.1,8.4,professional,Cricket
PERF00004542,ATH000919,2024-11-22,95.9,4.53,1.0,70.7,8.3,professional,Cricket
PERF00004543,ATH000920,2022-01-14,59.0,4.99,0.0,70.0,7.0,professional,Soccer
PERF00004544,ATH000920,2022-10-12,93.5,34.49,1.0,69.7,7.9,professional,Soccer
PERF00004545,ATH000920,2023-03-29,93.0,-0.5,1.0,67.9,7.9,professional,Soccer
PERF00004546,ATH000920,2024-01-20,93.7,0.66,1.0,70.3,7.9,professional,Soccer
PERF00004547,ATH000920,2024-08-31,92.0,-1.69,1.0,65.3,7.9,professional,Soccer
PERF00004548,ATH000921,2022-02-02,59.0,2.72,0.0,70.0,7.0,professional,Soccer
PERF00004549,ATH000921,2022-10-28,84.6,25.63,0.71,69.0,7.9,professional,Soccer
PERF00004550,ATH000921,2023-06-11,85.2,0.57,0.71,70.6,7.9,professional,Soccer
PERF00004551,ATH000921,2024-01-20,87.8,2.56,0.71,73.7,8.2,professional,Soccer
PERF00004552,ATH000921,2024-11-10,85.6,-2.19,0.71,69.4,8.1,professional,Soccer
PERF00004553,ATH000922,2022-01-10,94.0,3.18,1.0,70.0,7.0,elite_athlete,NFL
PERF00004554,ATH000922,2022-07-29,98.9,4.88,1.0,71.0,7.9,elite_athlete,NFL
PERF00004555,ATH000922,2023-03-29,99.5,0.57,1.0,70.9,8.0,elite_athlete,NFL
PERF00004556,ATH000922,2024-08-10,99.4,-0.13,1.0,69.6,8.1,elite_athlete,NFL
PERF00004557,ATH000922,2024-12-22,100.0,0.6,1.0,71.6,8.3,elite_athlete,NFL
PERF00004558,ATH000923,2022-02-24,94.0,-1.78,1.0,73.5,7.8,professional,Tennis
PERF00004559,ATH000923,2022-07-19,95.6,1.56,1.0,71.1,8.2,professional,Tennis
PERF00004560,ATH000923,2023-07-14,94.1,-1.54,1.0,70.4,8.0,professional,Tennis
PERF00004561,ATH000923,2023-12-24,94.7,0.61,1.0,72.9,8.0,professional,Tennis
PERF00004562,ATH000923,2024-12-09,95.5,0.81,1.0,73.1,8.1,professional,Tennis
PERF00004563,ATH000924,2022-02-07,81.0,0.74,1.0,70.0,7.4,fitness_enthusiast,NFL
PERF00004564,ATH000924,2022-07-30,76.3,-4.74,0.71,73.0,8.0,fitness_enthusiast,NFL
PERF00004565,ATH000924,2023-04-28,76.1,-0.21,0.71,72.4,8.0,fitness_enthusiast,NFL
PERF00004566,ATH000924,2023-11-26,53.6,-22.47,0.0,70.4,7.9,fitness_enthusiast,NFL
PERF00004567,ATH000924,2024-09-25,70.8,17.17,0.57,70.4,7.9,fitness_enthusiast,NFL
PERF00004568,ATH000925,2022-01-18,88.1,1.6,1.0,62.0,8.3,weight_loss,Soccer
PERF00004569,ATH000925,2022-06-28,81.4,-6.66,0.71,68.9,8.3,weight_loss,Soccer
PERF00004570,ATH000925,2022-12-02,90.8,9.43,1.0,66.6,8.6,weight_loss,Soccer
PERF00004571,ATH000925,2023-06-16,90.8,0.03,1.0,66.6,8.6,weight_loss,Soccer
PERF00004572,ATH000925,2024-05-11,82.4,-8.4,0.71,68.7,8.5,weight_loss,Soccer
PERF00004573,ATH000926,2022-01-05,94.0,4.18,1.0,70.0,7.0,elite_athlete,Boxing
PERF00004574,ATH000926,2022-05-07,100.0,6.0,1.0,74.3,8.0,elite_athlete,Boxing
PERF00004575,ATH000926,2023-02-09,100.0,0.0,1.0,69.7,8.3,elite_athlete,Boxing
PERF00004576,ATH000926,2023-09-17,99.5,-0.54,1.0,72.0,8.0,elite_athlete,Boxing
PERF00004577,ATH000926,2024-07-22,99.5,-0.04,1.0,72.0,8.0,elite_athlete,Boxing
PERF00004578,ATH000927,2022-01-02,87.1,3.72,1.0,67.0,7.8,amateur_athlete,Boxing
PERF00004579,ATH000927,2022-10-19,81.4,-5.71,0.71,70.6,8.2,amateur_athlete,Boxing
PERF00004580,ATH000927,2023-09-11,81.7,0.33,0.71,72.4,8.1,amateur_athlete,Boxing
PERF00004581,ATH000927,2024-04-12,80.6,-1.07,0.71,71.9,7.9,amateur_athlete,Boxing
PERF00004582,ATH000927,2024-10-07,80.1,-0.46,0.71,70.0,7.9,amateur_athlete,Boxing
PERF00004583,ATH000928,2022-01-25,86.0,1.37,1.0,73.5,8.2,fitness_enthusiast,NFL
PERF00004584,ATH000928,2023-01-08,85.5,-0.46,1.0,73.0,8.1,fitness_enthusiast,NFL
